Actual,Predicted,Equal
DUF2877domain-containingprotein,DUF2897familyprotein,False
O-antigentranslocase,lipopolysaccharidebiosynthesisprotein,False
putativezinc-bindingmetallopeptidase,typeIItoxin-antitoxinsystemtoxin,False
riboflavinsynthase,-family,False
cardiolipinsynthase,phospholipaseD,False
sirohemesynthase,SphasecyclinA-associatedproteinintheendoplasmicreticulum,False
amiloride-sensitivesodiumchannelfamilyprotein,-family,False
radicalSAMfamilyprotein,-family,False
YmfQfamilyprotein,YqaE/Pmp3familymembraneprotein,False
NAD-bindingprotein,potassiumchannelprotein,False
cadherinrepeatdomain-containingprotein,recombinasefamilyprotein,False
proteinkinasefamilyprotein,-family,False
sigma-70familyRNApolymerasesigmafactor,glycogen/starch/alpha-glucanphosphorylase,False
C40familypeptidase,fattyacid2-hydroxylase,False
DNArecombinationproteinRmuC,DIM1familythioredoxin-likeprotein,False
transcriptionfactor,-family,False
rhomboidfamilyintramembraneserineprotease,MerRfamilytranscriptionalregulator,False
energy-couplingfactorABCtransporterATP-bindingprotein,energy-couplingfactortransporterATPase,False
formate--tetrahydrofolateligase,-family,False
bifunctionalglutamate--ammonialigase-adenylyl-L-tyrosinephosphorylase/glutamate--ammonia-ligaseadenylyltransferase,-family,False
bifunctionalcitrate/2-methylcitratesynthase,typeIIcitratesynthase,False
phosphoglucomutase,phosphomannomutase,False
GAFdomain-containingSpoIIEfamilyproteinphosphatase,ATP-dependentDNAhelicaseUvrD2,False
ribonucleaseEinhibitorRraB,EF-handdomain-containingprotein,False
SDRfamilyoxidoreductase,-family,False
DUF1707domain-containingprotein,-family,False
sodiumcalciumantiporter,calciumprotonantiporter,False
lactose-specificPTStransportersubunit,malatequinoneoxidoreductase,False
prolineracemase,-family,False
sortase,RsmB/NOPfamilyclassISAM-dependentRNAmethyltransferase,False
F0F1ATPsynthasesubunitdelta,-family,False
XtrA/YqaOfamilyprotein,phagevirulencefactorPagKfamilyprotein,False
SAPdomain-containingprotein,terpenesynthasefamilyprotein,False
DUF3568domain-containingprotein,DUF3572domain-containingprotein,False
N-acetylsugaramidotransferase,dimethylargininedimethylaminohydrolasefamilyprotein,False
metallophosphoesterasefamilyprotein,-family,False
DUF2085domain-containingprotein,DUF2familydomain-containingprotein,False
DUF3817domain-containingprotein,aminotransferase,False
DUF3843familyprotein,DUF3870domain-containingprotein,False
bifunctionalGNATfamilyN-acetyltransferase/nucleosidetriphosphatepyrophosphohydrolasefamilyprotein,GNATfamilyN-acetyltransferase,False
twin-argininetranslocasesubunitTatC,N-acetylmuramoyl-L-alanineamidase,False
UBAdomain-containingprotein,OB-foldputativelipoprotein,False
stageIIIsporulationprotein,telomerelengthandsilencing1familyprotein,False
"inositol1,4,5-trisphosphatereceptor",SANT/Myb-likeDNA-bindingdomain-containingprotein,False
ATP-dependentDNAhelicaseRecQ,DNAprimase,False
ATPsynthasesubunit,mL50familyribosomalprotein,False
MCPfourhelixbundledomain-containingprotein,methyl-acceptingchemotaxisprotein,False
sensorhistidinekinase,outermembranebeta-barrelfamilyprotein,False
H()-translocatingNADHubiquinonereductasesubunit2,-family,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,recombinasefamilyprotein,False
D-2-hydroxyaciddehydrogenase,E3ubiquitin-proteinligase,False
non-canonicalpurineNTPpyrophosphatase,S26familysignalpeptidase,False
ATP-dependentClpproteaseATP-bindingsubunit,DENNdomain-containingprotein,False
sensorhistidinekinase,folate-bindingproteinYgfZ,False
bifunctionalpolysaccharidedeacetylase/glycosyltransferasefamily2protein,RNArecognitionmotifdomain-containingprotein,False
typeIVpilussecretin,PhzFfamilyphenazinebiosynthesisprotein,False
DUF504domain-containingprotein,DUF555domain-containingprotein,False
sensorhistidinekinase,ATP-bindingprotein,False
DUF1214domain-containingprotein,DUF2familydomain-containingprotein,False
GNATfamilyN-acetyltransferase,RNA5'-triphosphatasedomain-containingprotein,False
glycerol-3-phosphatetransporter,-family,False
DUF4785familyprotein,DUF4777domain-containingprotein,False
SWI/SNF-relatedmatrix-associatedactin-dependentregulatorofchromatinsubfamilyAcontainingDEAD/Hbox1,serine/threonine-proteinkinase,False
HDdomain-containingprotein,typeIIsecretionsystemFfamilyprotein,False
cytosoliccarboxypeptidase-likeprotein5,M14familycytosoliccarboxypeptidase,False
DUF1883domain-containingprotein,DUF1854domain-containingprotein,False
brain-specificangiogenesisinhibitor1-associatedprotein2,BARandSH3domains-containingprotein,False
GPALPP1familyprotein,-family,False
2-hydroxy-3-oxopropionatereductase,-family,False
aromaticring-hydroxylatingdioxygenasesubunitalpha,bifunctionaltRNA(adenosine(37)-N6)-threonylcarbamoyltransferasecomplexATPasesubunittype1TsaE/phosphotransferase,False
autotransporterprotein,helix-turn-helixtranscriptionalregulator,False
arylsulfatase,peroxidase,False
elongationfactor,nif-specificferredoxinIII,False
transglutaminasefamilyprotein,transglutaminasedomain-containingprotein,False
pyruvateferredoxin(flavodoxin)oxidoreductase,sensorprotein,False
replication/maintenanceproteinRepL,cyclicnucleotide-bindingdomain-containingprotein,False
BARdomain-containingprotein,arfaptinfamilyprotein,False
succinatedehydrogenaseflavoproteinsubunit,-family,False
ATP-dependentproteaseATPasesubunitHslU,-family,False
hybridsensorhistidinekinase/responseregulator,potassiumchannelprotein,False
ABCtransporterATP-bindingprotein,-family,False
SPASMdomain-containingprotein,radicalSAM/SPASMdomain-containingprotein,False
DUF4318domain-containingprotein,DUF4320familyprotein,False
FIGdomain-containingprotein,-family,False
SLC13familypermease,xanthinedehydrogenasefamilyproteinmolybdopterin-bindingsubunit,False
serine/threonine-proteinkinase,proteinkinase/lanthioninesynthetaseCfamilyprotein,False
TVP15familyprotein,-family,False
movementTGBp3familyprotein,sigma-EprocessingpeptidaseSpoIIGA,False
bifunctionalGrpBfamilyprotein/GNATfamilyN-acetyltransferase,toprimdomain-containingprotein,False
DUF5302domain-containingprotein,DUF5310domain-containingprotein,False
D-alanine--D-alanineligase,D-alanine--poly(phosphoribitol)ligase,False
serine/threonine-proteinkinase,-family,False
TEL2familyprotein,KDGPaldolasefamilyprotein,False
aminoacyl-tRNAligasefamilyprotein,-family,False
acylphosphatase,-family,False
calcium-dependentproteinkinase,type2lanthipeptidesynthetaseLanM,False
DUF3996domain-containingprotein,DUF4057domain-containingprotein,False
cathepsinBfamilycysteinepeptidase,Sds3domain-containingprotein,False
sensorhistidinekinase,dolichyl-diphosphooligosaccharide--proteinglycosyltransferasesubunit,False
M23familymetallopeptidase,Rossmann-likeandDUF2520domain-containingprotein,False
SNX27familyPHdomain-containingprotein,VWAandPHdomain-containingprotein,False
phosphopantothenoylcysteinedecarboxylase,GGDEFdomain-containingprotein,False
ubiquitin-conjugatingenzymefamilyprotein,-family,False
dephospho-CoAkinase,flagellarhook-basalbodyprotein,False
BTB/POZdomain-containingprotein,ETO1familyprotein,False
TenAfamilyprotein,SETD4familySETdomain-containingprotein,False
DUF1002domain-containingprotein,YjaGfamilyprotein,False
capsulebiosynthesisprotein,carbamoyl-phosphatesynthasesmallsubunit,False
ribulose-bisphosphatecarboxylase,OTUfamilyubiquitinthioesterase,False
GNATfamilyN-acetyltransferase,LCPfamilyprotein,False
cysteine-richreceptor-likeproteinkinase,ATPtransporterATP-bindingprotein/permease,False
largeribosomalsubunitprotein,-family,False
flagellarhook-basalbodyprotein,-family,False
DUF3375domain-containingprotein,DUF3370domain-containingprotein,False
malatesynthase,2-ketodeoxy--,False
splicingfactorSRfamilyprotein,RNA-bindingprotein,False
typeIItoxin-antitoxinsystemtoxin,subclassB3metallo-beta-lactamase,False
pyridoxamine5'-phosphateoxidasefamilyprotein,C40familypeptidase,False
aspartyl/glutamyl-tRNAamidotransferasesubunitC,lysozyme,False
flagellarbiosynthesisproteinFlhB,-family,False
ATP-dependentDNAligase,hydroxymethylglutaryl-CoAlyase,False
preproteintranslocasesubunitSecA,-family,False
fucose-bindinglectinII,TLDdomain-containingprotein,False
YceK/YidQfamilylipoprotein,DUF1378familyprotein,False
YbhQfamilyprotein,lipoprotein,False
MINDYdeubiquitinasefamilyprotein,-family,False
MetQ/NlpAfamilylipoprotein,agmatinase,False
DUF2681domain-containingprotein,YjfZ/YjiCfamilyprotein,False
DUF4495domain-containingprotein,cilia-andflagella-associatedprotein,False
kelch-likeprotein,BTB/POZdomain-containingprotein,False
DUF4663domain-containingprotein,DUF4666domain-containingprotein,False
SMPfamilyprotein,DUF1934domain-containingprotein,False
ribonucleoproteinPTB-binding1,cleavageandpolyadenylationspecificityfactorsubunit,False
typeIpolyketidesynthase,SDRfamilyNAD(P)-dependentoxidoreductase,False
bifunctionalGNATfamilyN-acetyltransferase/carbon-nitrogenhydrolasefamilyprotein,carbon-nitrogenhydrolase,False
PRDM13familySETdomain-containingprotein,PRdomain-containingprotein11,False
glidingmotilitylipoproteinGldH,outermembraneproteinassemblyfactor,False
ARID/BRIGHTDNA-bindingdomain-containingprotein,AT-richinteractivedomain-containingprotein,False
adenylate/guanylatecyclasedomain-containingprotein,rho-relatedBTBdomain-containingprotein,False
PAZdomain-containingprotein,(deoxy)nucleosidetriphosphatepyrophosphohydrolasedomain-containingprotein,False
transposase,insulinasefamilyprotein,False
serinecarboxypeptidase,-family,False
AbgTfamilytransporter,heavymetaltranslocatingP-typeATPase,False
eyepigmentprecursorfamilytransporter,SpnAfamilynuclease,False
DUF1929domain-containingprotein,C-terminalhelicasedomain-containingprotein,False
DUF2058domain-containingprotein,DUF2057domain-containingprotein,False
putativesodium/potassium/calciumexchanger,-family,False
C-1-tetrahydrofolatesynthase,"bifunctional5,10-methylenetetrahydrofolatedehydrogenase/5,10-methenyltetrahydrofolatecyclohydrolase",False
cullin,-family,False
D-mandelatedehydrogenase-likedehydrogenase,fusedD-mandelatedehydrogenasefaamilyprotein/uL22familyribosomalprotein,False
ATPsynthasesubunit,PRELI/slowmofamilyprotein,False
DUF3069domain-containingprotein,DUF3060domain-containingprotein,False
phycobiliproteinlyase,carbonstarvationinducedproteinCsiD,False
SfhfamilysubclassB2metallo-beta-lactamase,olfactoryreceptor,False
solutecarrierfamily23protein,dihydroxy-aciddehydratase,False
alpha-D-ribose1-methylphosphonate5-triphosphatediphosphatase,D-alanyl-D-alaninecarboxypeptidase,False
zincribbondomain-containingprotein,-family,False
galactose-1-phosphateuridylyltransferase,pyridoxalphosphate-dependentaminotransferase,False
ornithinedecarboxylase,-family,False
HMG-boxdomain-containingprotein,-family,False
DNAalkylationrepairprotein,DNArepairprotein,False
WD40repeatdomain-containingprotein,chemotaxisprotein,False
serineprotease,lipocalin-likedomain-containingprotein,False
NADHflavinoxidoreductase,transferasehexapeptiderepeatfamilyprotein,False
thymidylatesynthase,ribosomalL11pfamilyprotein,False
typeIIpantothenatekinase,phageterminasefamilyprotein,False
DUF2150familyprotein,DUF2121domain-containingprotein,False
translationinitiationfactor,-family,False
BglGfamilytranscriptionantiterminator,-family,False
complexINDUFA9subunitfamilyprotein,NAD(P)H-bindingprotein,False
TMEM134/230familyprotein,-family,False
DUF4040domain-containingprotein,-family,False
RNApolymerase-bindingprotein,Ig-likedomain-containingprotein,False
glycosidehydrolasefamilyprotein,TetR/AcrRfamilytranscriptionalregulator,False
nuclearhormonereceptorfamilyprotein,RPA12/RPB9/RPC11RNApolymerasefamilyprotein,False
nucleotideexchangefactorGrpE,-family,False
RcnBfamilyprotein,ATP-dependentDNAhelicaseRecG,False
M14familymetallopeptidase,M14familymetallocarboxypeptidase,False
proteindisulfideisomerasefamilyprotein,-family,False
leucine-richrepeatdomain-containingprotein,-family,False
DOCK/SPK1familyC2domain-containingprotein,"2,3-butanedioldehydrogenase",False
DctPfamilyTRAPtransportersolute-bindingsubunit,TRAPtransportersubstrate-bindingprotein,False
carboxypeptidase-likeregulatorydomain-containingprotein,YlqDfamilyprotein,False
THUMPdomain-containingprotein,U6snRNA-associatedSm-likeprotein,False
DUF1668domain-containingprotein,DUF1667domain-containingprotein,False
sensorhistidinekinase,-family,False
cholineABCtransporterpermeasesubunit,molybdateABCtransporterpermeasesubunit,False
RGKfamilyGTP-bindingprotein,prohibitinfamilyprotein,False
tRNAsynthetase,tRNA2-thiocytidinebiosynthesisTtcAfamilyprotein,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,ankyrinrepeatandFYVEdomain-containingprotein,False
DNApolymeraseIIIsubunit,DUF3845domain-containingprotein,False
DUF2604domain-containingprotein,DUF2605domain-containingprotein,False
flavodoxin-dependent(E)-4-hydroxy-3-methylbut-2-enyl-diphosphatesynthase,-family,False
DUF4704domain-containingprotein,-family,False
M48familymetalloprotease,-family,False
MMtagdomain-containingprotein,CsbDfamilyprotein,False
50Sribosomalprotein,-family,False
glutathioneS-transferase,glutathioneS-transferasefamilyprotein,False
HNHendonuclease,DUF697domain-containingprotein,False
beta-galactosidasesubunit,-family,False
phosphopantetheine-bindingprotein,dockingprotein,False
3'-5'exonuclease,HrpB1familytypeIIIsecretionsystemapparatusprotein,False
aspartatekinase,-family,False
DUF1080domain-containingprotein,tobamovirusmultiplicationprotein,False
GATdomain-containingprotein,-family,False
ATP-bindingprotein,DUF3008familyprotein,False
TDTfamilytransporter,-family,False
tyrosine-proteinkinase,PPEfamilyprotein,False
ribonuclease,elongationfactor,False
BTB/POZdomain-containingprotein,BTB/POZandMATHdomain-containingprotein,False
largesubunitGTPase1familyprotein,ribonucleaseD,False
UDP-glucose6-dehydrogenase,-family,False
cytochromecnitritereductasesubunit,-family,False
LLMclassflavin-dependentoxidoreductase,sigma-54-dependentDNA-bindingtranscriptionalregulator,False
oxidoreductase,-family,False
molecularchaperone,typeVIsecretionsystemmembranesubunitTssM,False
cinnamoyl-CoAreductase,-family,False
BRSKfamilyserine/threonine-proteinkinase,serine/threonine-proteinkinase,False
proteinSMG5,SANT/Myb-likeDNA-bindingdomain-containingprotein,False
DUF4089domain-containingprotein,CCDC28familyprotein,False
classISAM-dependentmethyltransferase,non-ribosomalpeptidesynthetase,False
SDRfamilyoxidoreductase,acid-sensingsystemhistidinekinaseEvgS,False
cytochromecoxidasesubunit,-family,False
ECFtransporterScomponent,proline/glycinebetaineABCtransporterpermease,False
NHLrepeatandBTB/POZdomain-containingprotein,alkalinephosphatase,False
RCC1domain-containingprotein,Wiskott-Aldrichsyndromeprotein,False
SpoIIEfamilyproteinphosphatase,RCC1andBTBdomain-containingprotein,False
XdhCfamilyprotein,XdhC/CoxIfamilyprotein,False
9-cis-epoxycarotenoiddioxygenase,-family,False
DNAmethyltransferase,-family,False
DUF883domain-containingprotein,triggerfactor,False
sugartransporter,MFStransporter,False
50Sribosomalprotein,-family,False
AbrB/MazE/SpoVTfamilyDNA-bindingdomain-containingprotein,KEOPScomplexsubunit,False
sodium-independentaniontransporter,sigma-54-dependentFisfamilytranscriptionalregulator,False
DUF1629domain-containingprotein,DUF1639domain-containingprotein,False
cytochromeb,-family,False
SDRfamilyNAD(P)-dependentoxidoreductase,DAPP1familyPHdomain-containingprotein,False
phosphatidylinositol4-phosphate5-kinasetype-1,DNAcross-linkrepairprotein,False
d(CMP)kinase,AAAfamilyATPase,False
ferrochelatase,ornithinecyclodeaminasefamilyprotein,False
MnmG/GidAfamilyprotein,-family,False
GNATfamilyN-acetyltransferase,bifunctionalheparansulfateN-deacetylase/N-sulfotransferase,False
DUF4316domain-containingprotein,DUF4315familyprotein,False
Siz/PIASRINGfingerprotein,beta-glucosidase,False
50Sribosomalprotein,-family,False
DNAligase,-family,False
alkalinephosphatase,"phosphatidylinositol-3,4,5-trisphosphate3-phosphatasePTENfamilyprotein",False
DUF3578domain-containingprotein,DUF3576domain-containingprotein,False
ubiquinol-cytochromeCchaperonefamilyprotein,DUF2familydomain-containingprotein,False
lysophospholipidacyltransferasefamilyprotein,glycosidehydrolasefamilyprotein,False
methyl-acceptingchemotaxisprotein,inactiverhomboidprotein,False
pseudouridine-5'-phosphateglycosidase,cationprotonantiporter,False
DUF5340domain-containingprotein,DUF5339domain-containingprotein,False
Dcp1familyprotein,SSRP1familyPHdomain-containingprotein,False
DUF2964familyprotein,-family,False
L-threonylcarbamoyladenylatesynthase,chorismatesynthase,False
ribosomalL7/L12familyprotein,-family,False
M1familyaminopeptidase,M1familymetallopeptidase,False
MFStransporter,PstAfamilyABCtransporterpermease,False
TLDdomain-containingprotein,sporecoatprotein,False
F-boxandNanMdomain-containingprotein,kelch-likeprotein,False
ubiquitin-relatedmodifier1,L-2-amino-thiazoline-4-carboxylicacidhydrolase,False
sugarABCtransporterATP-bindingprotein,acyl-CoAdehydrogenasefamilyprotein,False
DNAtopoisomerase,zincfingerandBTBdomain-containingprotein,False
